Gene	VIC-019-CL	VIC-025-CL	VIC-017-CL	VIC-041-CL	VIC-034-CL	VIC-020-CL	VIC-026-CL
TSPAN1	24.92588706246104	99.93588913024624	94.1549901540392	134.75690343180818	97.33493160410023	465.7738094932672	13.362256242313348
TSPAN10	3.1607549567354933	3.71386809421046	2.168488053635853	1.1593368257582906	5.312268615648403	1.57373306455869	3.54971797211446
TSPAN11	0.8275984781717141	3.394338155717584	45.64682277115815	2.559686769186232	4.107009123948767	10.997050577883286	17.26333939295931
TSPAN12	74.8331234539674	5.084277487569628	9.727245460079	1.7349422405856312	0.685020724053781	10.342175632296078	18.43115263889722
TSPAN13	199.60363540468745	71.06485046083881	101.084573294842	48.24269254824768	25.890470583494807	134.09724331588072	54.67279656326576
TSPAN14	155.4260429086208	80.2681877784422	100.26462689304336	73.94399611902739	106.54575967568668	85.62586512663059	58.79415698073124
TSPAN15	240.37390355314665	42.47182587928628	37.957359791376376	50.20146631316358	71.53793280581402	151.52490783441638	44.86091443466994
TSPAN16	0.0	0.4329224338296229	0.0	0.2380936892864701	0.0	0.1238889174311409	0.2533821758572131
TSPAN17	42.59020080168286	16.01398398552233	21.07305566756852	19.356038573867423	10.759399112043315	27.320307036397505	21.059553294304163
TSPAN2	0.5847637666714275	3.615205861431833	1.6807003487596943	4.062683510042286	0.6574510996145744	6.624416330579171	2.133413370424882
TSPAN3	68.24381002470358	83.1003942109505	177.3043403860471	70.77860809835987	86.17292857305573	126.41566264096691	43.59153964915836
TSPAN31	22.173076884405543	30.29293413326741	24.870918346965222	24.33161844400903	20.650612253400865	28.077306036836447	26.69967090953089
TSPAN32	0.6243998754859093	3.0607195256385618	1.2459122529714532	6.513414615496098	0.9930073732578204	0.5964593412466186	1.6214474088990938
TSPAN33	11.550633263590402	18.106098634837508	16.84684095895707	21.519865519553644	5.236149806667814	26.505941083196078	10.576273595320504
TSPAN4	50.331478713204525	49.53065875882282	223.96640474906243	50.14589059030506	132.77405034055772	32.911554843858546	71.61398933031441
TSPAN5	31.21095034360519	16.18152369117106	10.235465768401166	10.77555767190996	1.2548905818068263	19.741575031079133	6.278978122581513
TSPAN6	20.17987967019572	37.60364743146986	27.948131514649976	13.583676336766748	7.126965664307246	77.85276347265845	19.909685386201748
TSPAN7	23.07076228055943	29.16353984372622	106.44687840476902	5.494624590811455	1.0142239511010631	8.741379275528303	5.2761777393885945
TSPAN8	2.9850694237952933	5.907195779694103	33.00478875576448	187.67491468450717	20.258709032927136	35.330732646254454	3.8563901868603128
TSPAN9	9.508340939035484	19.313718017324323	10.443417708087644	3.4598211482253967	1.8306464307096144	8.126373682177617	5.451896780965628
TSPEAR	0.0532565410457926	0.1788016907212664	0.19014294497604	0.503646473970786	0.3868120429780813	0.2342312302228154	0.916891736100782
TSPO	96.05516552388558	236.399649144216	253.3173443867536	319.82502621389733	674.7886196152474	152.72524284196433	250.26293807996777
TSPO2	0.1202171038818195	0.8343026861903986	0.3363642721237486	0.7911466600952924	0.2111779516114706	0.5343219757105497	0.1390342455543271
TSPY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPY10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPY3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPY8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPYL1	47.14116588979335	51.38535075683244	42.94916963392139	81.87682351151301	26.960388696329	87.98415974922369	36.68236586862233
TSPYL2	43.21985158926647	122.81065372611836	60.78428175872282	260.13204785129346	35.2434152209752	405.46565908490487	67.42300499830054
TSPYL4	8.245302263524602	6.330322142248793	2.684781004089744	11.169838776245868	2.640684150080793	18.17794189159366	12.4089607980124
